observation_id,split,window_index,source_file,file_id,fault_label,fault_type,fault_size,load_hp,rpm,sampling_rate,sensor_location
cwru_097_w0024_train,train,24,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0025_train,train,25,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0026_train,train,26,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0027_train,train,27,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0028_train,train,28,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0029_train,train,29,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0030_train,train,30,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0031_train,train,31,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0032_train,train,32,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0033_train,train,33,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0034_train,train,34,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0035_train,train,35,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0036_train,train,36,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0037_train,train,37,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0038_train,train,38,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0039_train,train,39,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0040_train,train,40,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0041_train,train,41,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0042_train,train,42,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0043_train,train,43,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0044_train,train,44,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0045_train,train,45,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0046_train,train,46,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0047_train,train,47,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0048_train,train,48,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0049_train,train,49,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0050_train,train,50,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0051_train,train,51,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0052_train,train,52,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0053_train,train,53,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0054_train,train,54,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0055_train,train,55,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0056_train,train,56,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_097_w0057_train,train,57,97.mat,97,0,Normal,0.0,0,1797,12000,DE
cwru_099_w0000_train,train,0,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0001_train,train,1,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0002_train,train,2,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0003_train,train,3,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0004_train,train,4,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0005_train,train,5,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0006_train,train,6,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0007_train,train,7,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0008_train,train,8,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0009_train,train,9,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0010_train,train,10,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0011_train,train,11,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0012_train,train,12,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0013_train,train,13,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0014_train,train,14,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0015_train,train,15,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0016_train,train,16,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0017_train,train,17,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0018_train,train,18,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0019_train,train,19,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0020_train,train,20,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0021_train,train,21,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0022_train,train,22,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0023_train,train,23,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0024_train,train,24,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0025_train,train,25,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0026_train,train,26,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0027_train,train,27,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0028_train,train,28,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0029_train,train,29,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0030_train,train,30,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0031_train,train,31,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0032_train,train,32,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0033_train,train,33,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0034_train,train,34,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0035_train,train,35,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0036_train,train,36,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0037_train,train,37,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0038_train,train,38,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0039_train,train,39,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0040_train,train,40,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0041_train,train,41,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0042_train,train,42,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0043_train,train,43,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0044_train,train,44,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0045_train,train,45,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0046_train,train,46,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0047_train,train,47,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0048_train,train,48,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0049_train,train,49,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0050_train,train,50,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0051_train,train,51,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0052_train,train,52,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0053_train,train,53,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0054_train,train,54,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0055_train,train,55,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0056_train,train,56,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_099_w0057_train,train,57,99.mat,99,0,Normal,0.0,2,1750,12000,DE
cwru_210_w0000_train,train,0,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0001_train,train,1,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0002_train,train,2,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0003_train,train,3,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0004_train,train,4,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0005_train,train,5,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0006_train,train,6,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0007_train,train,7,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0008_train,train,8,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0009_train,train,9,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0010_train,train,10,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0011_train,train,11,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0012_train,train,12,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0013_train,train,13,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0014_train,train,14,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0015_train,train,15,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0016_train,train,16,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0017_train,train,17,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0018_train,train,18,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0019_train,train,19,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0020_train,train,20,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0021_train,train,21,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0022_train,train,22,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0023_train,train,23,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0024_train,train,24,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0025_train,train,25,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0026_train,train,26,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0027_train,train,27,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0028_train,train,28,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0029_train,train,29,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0030_train,train,30,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0031_train,train,31,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0032_train,train,32,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0033_train,train,33,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0034_train,train,34,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0035_train,train,35,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0036_train,train,36,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0037_train,train,37,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0038_train,train,38,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0039_train,train,39,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0040_train,train,40,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0041_train,train,41,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0042_train,train,42,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0043_train,train,43,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0044_train,train,44,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0045_train,train,45,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0046_train,train,46,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0047_train,train,47,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0048_train,train,48,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0049_train,train,49,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0050_train,train,50,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0051_train,train,51,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0052_train,train,52,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0053_train,train,53,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0054_train,train,54,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0055_train,train,55,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0056_train,train,56,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_210_w0057_train,train,57,210.mat,210,1,Inner Race Fault,0.021,1,1772,12000,DE
cwru_212_w0000_train,train,0,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0001_train,train,1,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0002_train,train,2,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0003_train,train,3,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0004_train,train,4,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0005_train,train,5,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0006_train,train,6,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0007_train,train,7,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0008_train,train,8,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0009_train,train,9,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0010_train,train,10,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0011_train,train,11,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0012_train,train,12,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0013_train,train,13,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0014_train,train,14,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0015_train,train,15,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0016_train,train,16,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0017_train,train,17,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0018_train,train,18,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0019_train,train,19,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0020_train,train,20,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0021_train,train,21,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0022_train,train,22,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0023_train,train,23,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0024_train,train,24,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0025_train,train,25,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0026_train,train,26,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0027_train,train,27,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0028_train,train,28,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0029_train,train,29,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0030_train,train,30,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0031_train,train,31,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0032_train,train,32,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0033_train,train,33,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0034_train,train,34,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0035_train,train,35,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0036_train,train,36,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0037_train,train,37,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0038_train,train,38,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0039_train,train,39,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0040_train,train,40,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0041_train,train,41,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0042_train,train,42,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0043_train,train,43,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0044_train,train,44,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0045_train,train,45,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0046_train,train,46,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0047_train,train,47,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0048_train,train,48,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0049_train,train,49,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0050_train,train,50,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0051_train,train,51,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0052_train,train,52,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0053_train,train,53,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0054_train,train,54,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0055_train,train,55,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0056_train,train,56,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_212_w0057_train,train,57,212.mat,212,1,Inner Race Fault,0.021,3,1730,12000,DE
cwru_105_w0000_train,train,0,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0001_train,train,1,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0002_train,train,2,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0003_train,train,3,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0004_train,train,4,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0005_train,train,5,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0006_train,train,6,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0007_train,train,7,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0008_train,train,8,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0009_train,train,9,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0010_train,train,10,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0011_train,train,11,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0012_train,train,12,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0013_train,train,13,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0014_train,train,14,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0015_train,train,15,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0016_train,train,16,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0017_train,train,17,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0018_train,train,18,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0019_train,train,19,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0020_train,train,20,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0021_train,train,21,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0022_train,train,22,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0023_train,train,23,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0024_train,train,24,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0025_train,train,25,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0026_train,train,26,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0027_train,train,27,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0028_train,train,28,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0029_train,train,29,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0030_train,train,30,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0031_train,train,31,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0032_train,train,32,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0033_train,train,33,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0034_train,train,34,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0035_train,train,35,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0036_train,train,36,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0037_train,train,37,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0038_train,train,38,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0039_train,train,39,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0040_train,train,40,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0041_train,train,41,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0042_train,train,42,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0043_train,train,43,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0044_train,train,44,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0045_train,train,45,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0046_train,train,46,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0047_train,train,47,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0048_train,train,48,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0049_train,train,49,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0050_train,train,50,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0051_train,train,51,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0052_train,train,52,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0053_train,train,53,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0054_train,train,54,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0055_train,train,55,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0056_train,train,56,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_105_w0057_train,train,57,105.mat,105,1,Inner Race Fault,0.007,0,1797,12000,DE
cwru_108_w0000_train,train,0,108.mat,108,1,Inner Race Fault,0.007,3,1730,12000,DE
cwru_108_w0001_train,train,1,108.mat,108,1,Inner Race Fault,0.007,3,1730,12000,DE
cwru_108_w0002_train,train,2,108.mat,108,1,Inner Race Fault,0.007,3,1730,12000,DE
cwru_108_w0003_train,train,3,108.mat,108,1,Inner Race Fault,0.007,3,1730,12000,DE
cwru_108_w0004_train,train,4,108.mat,108,1,Inner Race Fault,0.007,3,1730,12000,DE
