observation_id,predicted_class,true_label,prob_normal,prob_ball_fault,prob_inner_race_fault,prob_outer_race_fault,uncertainty_score
49,Normal,Normal,0.999995,1.0885286e-06,3.909463e-06,3.771521e-09,4.9561797e-05
50,Normal,Normal,0.99999535,1.0208976e-06,3.5437122e-06,3.570002e-09,4.564433e-05
51,Normal,Normal,0.9999951,1.0831212e-06,3.7803823e-06,3.2581018e-09,4.8351416e-05
52,Normal,Normal,0.9999943,1.3067607e-06,4.375345e-06,3.557722e-09,5.589351e-05
53,Normal,Normal,0.99999404,1.520242e-06,4.377681e-06,2.7666849e-09,5.7994366e-05
54,Normal,Normal,0.99999464,1.2063513e-06,4.152347e-06,4.085225e-09,5.2902593e-05
55,Normal,Normal,0.9999951,1.1362614e-06,3.6508943e-06,3.115117e-09,4.7762314e-05
56,Normal,Normal,0.99999475,1.2047625e-06,4.0001387e-06,3.3133052e-09,5.1539067e-05
57,Normal,Normal,0.99999523,1.0802146e-06,3.6364393e-06,3.0397829e-09,4.7041198e-05
58,Ball Fault,Ball Fault,1.0771796e-14,0.999997,3.0038484e-06,5.6841072e-18,2.9702254e-05
59,Ball Fault,Ball Fault,6.843636e-15,0.99999833,1.6806174e-06,1.1734669e-18,1.7323202e-05
60,Ball Fault,Ball Fault,3.3259848e-15,0.9999988,1.20122e-06,1.0599453e-18,1.2672191e-05
61,Ball Fault,Ball Fault,2.3391948e-15,0.9999988,1.1542494e-06,8.434196e-19,1.2243514e-05
62,Ball Fault,Ball Fault,3.0133987e-15,0.9999993,6.786294e-07,2.620239e-19,7.468842e-06
63,Ball Fault,Ball Fault,4.8633947e-15,0.99999905,9.527035e-07,4.9485346e-19,1.0215705e-05
64,Ball Fault,Ball Fault,4.5234037e-15,0.9999987,1.2713538e-06,8.79101e-19,1.3395805e-05
65,Ball Fault,Ball Fault,1.888766e-14,0.99999774,2.3017772e-06,1.3365156e-18,2.318866e-05
66,Ball Fault,Ball Fault,3.104255e-15,0.9999994,5.645315e-07,1.542841e-19,6.288829e-06
67,Ball Fault,Ball Fault,1.0235258e-14,0.99999833,1.6426475e-06,1.6746988e-18,1.69861e-05
68,Ball Fault,Ball Fault,4.660963e-15,0.9999993,6.764093e-07,2.633768e-19,7.4476943e-06
69,Ball Fault,Ball Fault,3.3321452e-15,0.99999917,8.659289e-07,5.7428115e-19,9.321557e-06
70,Ball Fault,Ball Fault,8.5250054e-15,0.99999833,1.6899537e-06,1.5663892e-18,1.7405999e-05
71,Ball Fault,Ball Fault,1.27972906e-14,0.99999714,2.8980255e-06,3.775298e-18,2.8720588e-05
72,Ball Fault,Ball Fault,8.110726e-15,0.9999981,1.9668616e-06,1.612146e-18,2.0017493e-05
73,Ball Fault,Ball Fault,6.727724e-15,0.9999982,1.7802665e-06,2.3562955e-18,1.8290986e-05
74,Ball Fault,Ball Fault,6.919101e-15,0.99999774,2.280019e-06,2.913822e-18,2.3000528e-05
75,Ball Fault,Ball Fault,7.451885e-15,0.99999833,1.6834069e-06,1.1239838e-18,1.7347944e-05
76,Ball Fault,Ball Fault,4.668151e-15,0.99999905,9.000724e-07,4.5122454e-19,9.726252e-06
77,Ball Fault,Ball Fault,2.9330318e-14,0.9999939,6.0870016e-06,2.4047313e-17,5.7116777e-05
78,Ball Fault,Ball Fault,1.6619201e-14,0.99999666,3.311339e-06,5.4778526e-18,3.2547858e-05
79,Ball Fault,Ball Fault,1.6841502e-14,0.9999975,2.498717e-06,2.3009553e-18,2.5056896e-05
80,Ball Fault,Ball Fault,4.5871455e-15,0.9999995,4.893872e-07,8.994473e-20,5.4734e-06
81,Ball Fault,Ball Fault,4.995887e-15,0.99999905,9.572435e-07,6.081788e-19,1.0257826e-05
82,Ball Fault,Ball Fault,4.8103835e-15,0.9999988,1.1592224e-06,8.1964986e-19,1.2288964e-05
83,Ball Fault,Ball Fault,2.9619182e-15,0.9999988,1.2172472e-06,1.0267072e-18,1.2818156e-05
84,Ball Fault,Ball Fault,6.445552e-15,0.99999833,1.6984734e-06,1.5427871e-18,1.7481518e-05
85,Ball Fault,Ball Fault,1.1671663e-14,0.99999535,4.6064e-06,1.4781044e-17,4.418466e-05
86,Ball Fault,Ball Fault,5.2547934e-15,0.9999989,1.0534659e-06,4.144477e-19,1.1232994e-05
87,Ball Fault,Ball Fault,8.720701e-15,0.9999968,3.259172e-06,6.6815394e-18,3.2024367e-05
88,Ball Fault,Ball Fault,3.4640115e-15,0.9999994,6.33838e-07,1.9309382e-19,6.9551625e-06
89,Ball Fault,Ball Fault,4.3573907e-15,0.99999917,8.1228427e-07,4.641277e-19,8.818848e-06
90,Ball Fault,Ball Fault,4.540173e-15,0.9999988,1.2386243e-06,7.963069e-19,1.3012609e-05
91,Ball Fault,Ball Fault,6.410256e-14,0.9999846,1.5358837e-05,1.1077349e-16,0.00013389112
92,Ball Fault,Ball Fault,5.9751394e-15,0.99999833,1.6311005e-06,1.1534861e-18,1.6883461e-05
93,Ball Fault,Ball Fault,1.4937843e-14,0.99999833,1.6955231e-06,1.1272901e-18,1.745537e-05
94,Ball Fault,Ball Fault,5.325343e-15,0.9999993,7.0226804e-07,2.7645276e-19,7.693685e-06
95,Ball Fault,Ball Fault,2.635593e-15,0.9999994,5.515451e-07,1.4133623e-19,6.1633123e-06
96,Ball Fault,Ball Fault,6.971857e-15,0.99999845,1.5864053e-06,1.6670441e-18,1.6399616e-05
97,Ball Fault,Ball Fault,2.8794226e-15,0.9999993,7.084209e-07,2.5720698e-19,7.752114e-06
98,Ball Fault,Ball Fault,4.4001295e-15,0.99999785,2.1713688e-06,3.2551085e-18,2.1972823e-05
99,Ball Fault,Ball Fault,4.1900594e-15,0.99999845,1.5553196e-06,1.3044411e-18,1.6122372e-05
100,Ball Fault,Ball Fault,3.3154716e-15,0.99999905,9.746389e-07,3.9228648e-19,1.041907e-05
101,Ball Fault,Ball Fault,3.369726e-15,0.99999905,9.3452155e-07,3.1571168e-19,1.00468615e-05
102,Ball Fault,Ball Fault,6.3861816e-15,0.99999905,9.837943e-07,5.8582446e-19,1.0503846e-05
103,Ball Fault,Ball Fault,4.774281e-15,0.9999993,7.540518e-07,3.168797e-19,8.1842545e-06
104,Ball Fault,Ball Fault,8.4468565e-15,0.99999774,2.2347535e-06,4.088119e-18,2.260866e-05
105,Ball Fault,Ball Fault,1.4931578e-14,0.99999857,1.4671031e-06,5.997783e-19,1.5247135e-05
106,Ball Fault,Ball Fault,2.1596613e-14,0.99999607,3.919472e-06,9.158671e-18,3.8036385e-05
107,Ball Fault,Ball Fault,7.0181046e-15,0.99999917,7.9885245e-07,2.0945745e-19,8.692583e-06
108,Ball Fault,Ball Fault,1.1777906e-14,0.9999969,3.1132565e-06,7.850825e-18,3.0711435e-05
109,Ball Fault,Ball Fault,2.8867247e-15,0.99999905,9.261867e-07,5.7102397e-19,9.969376e-06
110,Ball Fault,Ball Fault,3.4421968e-15,0.99999917,8.439045e-07,4.275043e-19,9.115463e-06
111,Ball Fault,Ball Fault,4.1277423e-15,0.99999833,1.6603456e-06,1.5603539e-18,1.7143306e-05
112,Ball Fault,Ball Fault,7.253818e-15,0.9999987,1.3354266e-06,9.415379e-19,1.397588e-05
113,Ball Fault,Ball Fault,5.5839487e-15,0.99999785,2.1181966e-06,2.9205775e-18,2.1510541e-05
114,Ball Fault,Ball Fault,8.05602e-15,0.99999774,2.2269605e-06,3.841502e-18,2.2541128e-05
115,Ball Fault,Ball Fault,6.2186868e-15,0.99999833,1.6880047e-06,1.8308055e-18,1.7388717e-05
116,Ball Fault,Ball Fault,4.914436e-15,0.99999857,1.390149e-06,2.1860953e-18,1.4555533e-05
117,Ball Fault,Ball Fault,1.9031899e-15,0.9999995,4.693178e-07,2.0037878e-19,5.2772234e-06
118,Ball Fault,Ball Fault,6.633644e-16,0.9999999,1.6042074e-07,2.2452569e-20,1.8965105e-06
119,Ball Fault,Ball Fault,1.8838898e-15,0.99999964,3.026297e-07,5.822864e-20,3.5348796e-06
120,Ball Fault,Ball Fault,3.939895e-15,0.9999993,7.4922406e-07,3.8349463e-19,8.138631e-06
121,Ball Fault,Ball Fault,2.4338264e-15,0.99999917,8.5779754e-07,7.5760144e-19,9.245516e-06
122,Ball Fault,Ball Fault,1.6016565e-15,0.9999995,4.4280642e-07,2.0336741e-19,5.017123e-06
123,Ball Fault,Ball Fault,1.1740971e-15,0.99999976,2.6369793e-07,5.7672893e-20,3.0535305e-06
124,Ball Fault,Ball Fault,1.9183363e-15,0.9999995,4.4282672e-07,1.7125253e-19,5.0173226e-06
125,Ball Fault,Ball Fault,1.2407467e-15,0.99999976,2.9235895e-07,5.786219e-20,3.3449587e-06
126,Ball Fault,Ball Fault,1.3895386e-15,0.99999976,1.9950556e-07,2.665373e-20,2.3922269e-06
127,Ball Fault,Ball Fault,1.5883438e-15,0.9999995,4.6909676e-07,3.5678476e-19,5.275059e-06
128,Ball Fault,Ball Fault,6.8380324e-16,0.99999976,2.0688e-07,4.4052324e-20,2.468877e-06
129,Ball Fault,Ball Fault,1.0659042e-15,0.99999976,2.7241e-07,5.46557e-20,3.1423428e-06
130,Ball Fault,Ball Fault,1.2548407e-15,0.99999976,2.5318093e-07,4.4630294e-20,2.946041e-06
131,Ball Fault,Ball Fault,6.977556e-16,0.99999976,2.2572365e-07,4.624417e-20,2.6638918e-06
132,Ball Fault,Ball Fault,2.4845482e-15,0.9999993,7.011445e-07,6.2113783e-19,7.683011e-06
133,Ball Fault,Ball Fault,1.5153538e-15,0.9999995,4.7273716e-07,2.8912834e-19,5.3106896e-06
134,Ball Fault,Ball Fault,1.1516559e-15,0.99999964,3.616926e-07,1.4510528e-19,4.1278954e-06
135,Ball Fault,Ball Fault,2.3887022e-15,0.9999995,4.8888626e-07,2.4588784e-19,5.4685106e-06
136,Ball Fault,Ball Fault,2.153029e-15,0.9999994,6.4706893e-07,4.0444283e-19,7.081728e-06
137,Ball Fault,Ball Fault,1.7126924e-15,0.99999964,3.9806372e-07,1.3170269e-19,4.48953e-06
138,Ball Fault,Ball Fault,1.7658794e-15,0.9999994,6.5173174e-07,5.98773e-19,7.1262853e-06
139,Ball Fault,Ball Fault,1.8853846e-15,0.9999994,5.4826114e-07,3.526496e-19,6.1315372e-06
140,Ball Fault,Ball Fault,1.0530037e-15,0.99999964,3.3925647e-07,1.3285976e-19,3.903515e-06
141,Ball Fault,Ball Fault,1.730595e-15,0.9999995,4.5933533e-07,2.3320457e-19,5.1794163e-06
142,Ball Fault,Ball Fault,1.6388824e-15,0.99999976,2.3682273e-07,2.6932755e-20,2.7782198e-06
143,Ball Fault,Ball Fault,8.9384e-16,0.99999976,1.8597879e-07,2.3236712e-20,2.2511126e-06
144,Ball Fault,Ball Fault,2.2928322e-15,0.9999994,6.1958457e-07,4.3428135e-19,6.8185936e-06
145,Ball Fault,Ball Fault,8.553704e-15,0.9999982,1.7882794e-06,3.3163619e-18,1.8361714e-05
146,Ball Fault,Ball Fault,2.26295e-15,0.99999964,3.6169467e-07,1.1849745e-19,4.1279163e-06
147,Ball Fault,Ball Fault,7.906879e-16,0.9999999,8.834504e-08,5.2117613e-21,1.1210938e-06
148,Ball Fault,Ball Fault,1.2126847e-15,0.99999976,2.1733089e-07,4.1402597e-20,2.5771803e-06
149,Ball Fault,Ball Fault,1.5252132e-15,0.99999976,2.437547e-07,3.6300792e-20,2.8494323e-06
150,Ball Fault,Ball Fault,2.713867e-15,0.9999995,4.2977166e-07,1.08259247e-19,4.888825e-06
151,Ball Fault,Ball Fault,1.0378815e-15,0.99999976,2.453034e-07,4.0516857e-20,2.8653224e-06
152,Ball Fault,Ball Fault,4.2094636e-15,0.9999993,6.8336783e-07,4.0858473e-19,7.513959e-06
153,Ball Fault,Ball Fault,6.3981748e-15,0.99999845,1.5874239e-06,1.8547908e-18,1.6408694e-05
154,Ball Fault,Ball Fault,4.1888316e-15,0.99999917,7.8727334e-07,5.471264e-19,8.5836045e-06
155,Ball Fault,Ball Fault,8.0474636e-16,0.99999976,2.1332212e-07,3.4541208e-20,2.535681e-06
156,Ball Fault,Ball Fault,7.2723305e-16,0.9999999,1.498309e-07,2.2887635e-20,1.7843764e-06
157,Ball Fault,Ball Fault,1.8686515e-15,0.9999995,4.4766261e-07,1.9383628e-19,5.06485e-06
158,Ball Fault,Ball Fault,4.3439805e-15,0.99999917,8.794638e-07,7.6272536e-19,9.448009e-06
159,Ball Fault,Ball Fault,1.0489466e-15,0.99999976,1.8020356e-07,2.9776266e-20,2.190651e-06
160,Ball Fault,Ball Fault,2.0747776e-15,0.9999994,5.5029676e-07,2.8787695e-19,6.1512355e-06
161,Ball Fault,Ball Fault,4.082116e-15,0.9999993,6.7889874e-07,4.5875545e-19,7.471407e-06
162,Ball Fault,Ball Fault,2.227815e-15,0.99999964,4.0882466e-07,1.5195014e-19,4.5960555e-06
163,Ball Fault,Ball Fault,1.3547171e-15,0.99999976,2.470204e-07,4.3804315e-20,2.8829315e-06
164,Ball Fault,Ball Fault,1.3370199e-15,0.99999964,3.8203694e-07,1.5736496e-19,4.3304863e-06
165,Ball Fault,Ball Fault,1.7305227e-15,0.99999964,3.0751244e-07,7.9595196e-20,3.5841995e-06
166,Ball Fault,Ball Fault,1.80964e-15,0.99999964,3.2418083e-07,7.138515e-20,3.7521481e-06
167,Ball Fault,Ball Fault,1.6666222e-15,0.9999995,4.55879e-07,1.6103223e-19,5.1455154e-06
168,Ball Fault,Ball Fault,2.0905002e-15,0.9999995,4.2725515e-07,1.4400131e-19,4.8640222e-06
169,Ball Fault,Ball Fault,7.3600196e-16,0.9999999,1.4656287e-07,1.366407e-20,1.7496645e-06
170,Ball Fault,Ball Fault,3.8588746e-15,0.9999994,6.5425195e-07,3.1809815e-19,7.1503578e-06
171,Ball Fault,Ball Fault,1.4647032e-15,0.99999976,2.5285516e-07,4.553851e-20,2.9427065e-06
172,Ball Fault,Ball Fault,1.3630263e-15,0.99999964,3.6042098e-07,1.0436003e-19,4.1152057e-06
173,Ball Fault,Ball Fault,7.655895e-16,0.99999976,2.6180206e-07,7.2810325e-20,3.0341764e-06
174,Inner Race Fault,Inner Race Fault,1.0030284e-06,3.2734833e-06,0.9940003,0.0059954436,0.026483601
175,Inner Race Fault,Inner Race Fault,8.5991655e-07,1.3053901e-05,0.99997735,8.719099e-06,0.00020417498
176,Inner Race Fault,Inner Race Fault,4.1259565e-07,4.673403e-06,0.9998945,0.0001004526,0.00078891526
177,Inner Race Fault,Inner Race Fault,1.3887704e-06,8.207098e-06,0.9999496,4.076943e-05,0.00041646586
178,Inner Race Fault,Inner Race Fault,7.076196e-07,6.103928e-06,0.9999337,5.9460785e-05,0.00052525016
179,Inner Race Fault,Inner Race Fault,9.0584194e-07,5.6350273e-06,0.99980265,0.00019080102,0.0013793007
180,Inner Race Fault,Inner Race Fault,7.6779054e-07,5.4384336e-06,0.99971324,0.00028054256,0.001917305
181,Inner Race Fault,Inner Race Fault,8.848868e-07,7.1063164e-06,0.9999609,3.1208303e-05,0.00033142744
182,Inner Race Fault,Inner Race Fault,1.0935164e-06,1.0085775e-05,0.9999641,2.4777482e-05,0.00030996389
183,Inner Race Fault,Inner Race Fault,4.257434e-07,6.281698e-06,0.9998196,0.00017371184,0.0012738351
184,Inner Race Fault,Inner Race Fault,1.4045683e-06,9.932321e-06,0.9999616,2.7025686e-05,0.00032893845
185,Inner Race Fault,Inner Race Fault,4.3295813e-07,5.3914096e-06,0.99981433,0.00017978338,0.0013040558
186,Inner Race Fault,Inner Race Fault,1.642435e-06,1.5039764e-05,0.99998057,2.668011e-06,0.0001749719
187,Inner Race Fault,Inner Race Fault,5.145362e-07,4.491232e-06,0.9993876,0.0006074117,0.0037319774
188,Inner Race Fault,Inner Race Fault,2.00054e-06,9.069693e-06,0.9999454,4.34788e-05,0.00044926957
189,Inner Race Fault,Inner Race Fault,1.0809368e-06,3.7373445e-06,0.99710685,0.002888345,0.014310725
190,Inner Race Fault,Inner Race Fault,9.733495e-07,9.883218e-06,0.9999571,3.2035674e-05,0.00036198317
191,Inner Race Fault,Inner Race Fault,8.6598914e-07,6.6806892e-06,0.9999056,8.6845874e-05,0.0007200746
192,Inner Race Fault,Inner Race Fault,8.6711407e-07,8.059244e-06,0.9999449,4.617694e-05,0.00044917347
193,Inner Race Fault,Inner Race Fault,7.1169245e-07,5.443302e-06,0.99975735,0.00023643376,0.0016539481
194,Inner Race Fault,Inner Race Fault,7.0109877e-07,6.4469496e-06,0.9999093,8.351671e-05,0.0006939097
195,Inner Race Fault,Inner Race Fault,1.1838388e-06,9.910215e-06,0.99994886,3.9981307e-05,0.00042297988
196,Inner Race Fault,Inner Race Fault,4.9478274e-07,4.601029e-06,0.9998091,0.0001858633,0.0013354169
197,Inner Race Fault,Inner Race Fault,1.2876733e-06,1.0485262e-05,0.99994934,3.8855767e-05,0.00042051089
198,Inner Race Fault,Inner Race Fault,6.209836e-07,3.9244487e-06,0.9984681,0.001527369,0.008289893
199,Inner Race Fault,Inner Race Fault,2.18763e-06,8.187484e-06,0.99991715,7.2532006e-05,0.00064819894
200,Inner Race Fault,Inner Race Fault,7.564764e-07,3.1753284e-06,0.9987815,0.0012145736,0.0067968895
201,Inner Race Fault,Inner Race Fault,1.5960237e-06,2.5684632e-05,0.999972,8.2031937e-07,0.00023969646
202,Inner Race Fault,Inner Race Fault,6.4155716e-07,4.6400723e-06,0.99953973,0.0004550853,0.0029057222
203,Inner Race Fault,Inner Race Fault,4.1812257e-07,1.584093e-05,0.9999821,1.6039439e-06,0.00015906602
204,Inner Race Fault,Inner Race Fault,7.2005867e-07,7.749973e-06,0.9999151,7.640171e-05,0.0006567931
205,Inner Race Fault,Inner Race Fault,8.424635e-07,8.708353e-06,0.99993527,5.5201548e-05,0.00051879295
206,Inner Race Fault,Inner Race Fault,7.074695e-07,7.972386e-06,0.9999523,3.895989e-05,0.00039447058
207,Inner Race Fault,Inner Race Fault,1.2716209e-06,6.964808e-06,0.99982065,0.00017112476,0.0012720868
208,Inner Race Fault,Inner Race Fault,2.0064483e-06,8.782062e-06,0.999796,0.00019329236,0.0014322201
209,Inner Race Fault,Inner Race Fault,6.3585946e-07,3.426812e-06,0.9983699,0.0016260863,0.008744922
210,Inner Race Fault,Inner Race Fault,1.229926e-06,1.3324142e-05,0.9999658,1.9702928e-05,0.00029863938
211,Inner Race Fault,Inner Race Fault,1.1014231e-06,4.0144637e-06,0.9990096,0.0009853187,0.005681193
212,Inner Race Fault,Inner Race Fault,1.5604734e-06,1.5796999e-05,0.99997735,5.2979926e-06,0.00020379623
213,Inner Race Fault,Inner Race Fault,4.3521007e-07,4.265712e-06,0.9998809,0.0001143374,0.0008771369
214,Inner Race Fault,Inner Race Fault,1.2619126e-06,8.952349e-06,0.9999063,8.343764e-05,0.0007202584
215,Inner Race Fault,Inner Race Fault,8.1578617e-07,4.9267273e-06,0.9995233,0.00047099142,0.00299818
216,Inner Race Fault,Inner Race Fault,1.3958579e-06,7.4732598e-06,0.9996728,0.00031832556,0.002162244
217,Inner Race Fault,Inner Race Fault,7.6714105e-07,7.3259603e-06,0.9998435,0.00014843972,0.0011270907
218,Inner Race Fault,Inner Race Fault,6.983275e-07,8.297562e-06,0.9999522,3.8827802e-05,0.0003961119
219,Inner Race Fault,Inner Race Fault,9.614168e-07,9.864861e-06,0.99997485,1.4289e-05,0.00022476405
220,Inner Race Fault,Inner Race Fault,9.54451e-07,4.478478e-06,0.9996965,0.0002981609,0.0020142065
221,Inner Race Fault,Inner Race Fault,1.7639626e-06,6.887421e-06,0.99993694,5.441936e-05,0.0005068357
222,Inner Race Fault,Inner Race Fault,5.5286455e-07,6.1519686e-06,0.99985206,0.00014112292,0.0010682349
223,Inner Race Fault,Inner Race Fault,6.80257e-07,1.4412205e-05,0.9999819,2.9570133e-06,0.00016308636
224,Inner Race Fault,Inner Race Fault,5.477321e-07,3.72335e-06,0.9996978,0.00029788844,0.0020018015
225,Inner Race Fault,Inner Race Fault,1.1982559e-06,1.1696888e-05,0.9999676,1.9512809e-05,0.00028363365
226,Inner Race Fault,Inner Race Fault,5.922301e-07,4.321992e-06,0.9994252,0.00056990096,0.0035300772
227,Inner Race Fault,Inner Race Fault,1.0478593e-06,8.410657e-06,0.9999393,5.1180035e-05,0.0004898364
228,Inner Race Fault,Inner Race Fault,9.2111316e-07,5.2224846e-06,0.9998066,0.00018723003,0.0013537861
229,Inner Race Fault,Inner Race Fault,1.8500712e-06,5.6722424e-06,0.998588,0.0014043676,0.0077386457
230,Inner Race Fault,Inner Race Fault,7.503705e-07,5.6609215e-06,0.9999099,8.3783925e-05,0.0006893179
231,Inner Race Fault,Inner Race Fault,1.7384749e-06,5.024605e-06,0.99925107,0.00074206037,0.004458188
232,Inner Race Fault,Inner Race Fault,6.4290236e-07,4.1405483e-06,0.9993056,0.00068967626,0.0041657765
233,Inner Race Fault,Inner Race Fault,1.4016196e-06,1.4690745e-05,0.99998105,2.8477111e-06,0.0001714573
234,Inner Race Fault,Inner Race Fault,5.7988257e-07,3.24756e-06,0.9975873,0.0024088211,0.012249198
235,Inner Race Fault,Inner Race Fault,7.459718e-07,1.1239733e-05,0.9999653,2.27342e-05,0.00030034632
236,Inner Race Fault,Inner Race Fault,9.808202e-07,4.5779393e-06,0.9996799,0.00031458377,0.0021112133
237,Inner Race Fault,Inner Race Fault,2.3555149e-06,6.1077017e-06,0.9996991,0.000292434,0.0020084532
238,Inner Race Fault,Inner Race Fault,4.633152e-07,8.222591e-06,0.9999176,7.360873e-05,0.0006390551
239,Inner Race Fault,Inner Race Fault,8.536028e-07,6.4200635e-06,0.9999379,5.479525e-05,0.00049660366
240,Inner Race Fault,Inner Race Fault,9.0199194e-07,9.041256e-06,0.99995506,3.4995395e-05,0.00037622676
241,Inner Race Fault,Inner Race Fault,6.7739376e-07,4.5547013e-06,0.9994148,0.00057998,0.003587247
242,Inner Race Fault,Inner Race Fault,1.3982765e-06,1.09420835e-05,0.9999553,3.2315522e-05,0.00037703622
243,Inner Race Fault,Inner Race Fault,6.095854e-07,4.7522094e-06,0.99887806,0.001116582,0.006332152
244,Inner Race Fault,Inner Race Fault,1.1341841e-06,1.0681059e-05,0.9999572,3.0864052e-05,0.00036149594
245,Inner Race Fault,Inner Race Fault,3.2460093e-07,4.9901564e-06,0.9998375,0.00015710985,0.0011572547
246,Inner Race Fault,Inner Race Fault,1.7229804e-06,1.0115921e-05,0.9999703,1.7891702e-05,0.0002629122
247,Inner Race Fault,Inner Race Fault,8.459924e-07,4.7446447e-06,0.9988556,0.0011388834,0.006443627
248,Inner Race Fault,Inner Race Fault,1.1917167e-06,9.81613e-06,0.99997425,1.4789029e-05,0.00023059791
